//X Y Z Nx Ny Nz
-0.99430758 -0.35254979 0.49907014 -0.999768 0.013089 0.017116
-0.98633313 -0.27158481 0.77938735 -0.990417 0.137341 -0.014516
-0.95521027 -0.13094537 1.45176697 -0.959707 0.280979 -0.003649
-0.97040492 -0.18103594 0.69479954 -0.984289 0.175725 -0.017228
-0.94156033 -0.08594693 1.53503847 -0.946270 0.322963 0.016337
-0.97055006 -0.18151444 0.80470002 -0.981252 0.192561 0.008071
-0.94235957 -0.08858170 1.75789928 -0.948718 0.315402 -0.021362
-0.96975082 -0.17887974 0.87884599 -0.977712 0.208752 0.022408
-0.96684885 -0.16931315 1.28455830 -0.961546 0.273850 -0.020876
-0.97945553 -0.21087216 1.51152515 -0.970402 0.239260 0.032792
-0.97877461 -0.20862760 1.08682120 -0.993188 0.116398 -0.005439
-0.94898933 -0.11043746 1.67772222 -0.948843 0.315450 -0.013715
-0.97327524 -0.19049828 1.91310227 -0.977859 0.199934 0.061798
-0.95138931 -0.11834919 1.61734498 -0.956644 0.291258 0.001219
-0.97065383 -0.18185666 1.92927682 -0.977859 0.199934 0.061798
-0.95716369 -0.13738501 1.40118015 -0.960094 0.279674 -0.001211
-0.97739434 -0.20407739 1.26913249 -0.936019 0.333617 -0.112106
-0.92856532 -0.04310776 0.25990582 -0.937563 0.347293 0.019082
-0.95764601 -0.13897491 0.89535117 -0.974157 0.222768 0.037329
-0.93052626 -0.04957211 1.27414644 -0.935169 0.354019 0.011420
-0.92500371 -0.03136634 1.78086603 -0.923393 0.382679 -0.030040
-0.95394790 -0.12678382 0.94162464 -0.956644 0.291258 0.001219
-0.93335319 -0.05889144 1.40840268 -0.940819 0.338795 -0.008816
-0.92943597 -0.04597790 1.03739214 -0.956644 0.291258 -0.001219
-0.92593873 -0.03444894 0.55952215 -0.927516 0.371269 -0.043293
-0.92427617 -0.02896804 1.89901328 -0.882749 0.469829 -0.003970
-0.92631990 -0.03570557 1.75492525 -0.920354 0.388005 -0.048997
-0.92482048 -0.03076243 1.16927779 -0.956644 0.291258 -0.001219
-0.94360471 -0.09268653 0.24560039 -0.937563 0.347293 0.019082
-0.96197259 -0.15323816 0.62780619 -0.955540 0.294859 0.001223
-0.94479543 -0.09661172 0.97463775 -0.956644 0.291258 0.001219
-0.92666888 -0.03685590 1.53646743 -0.938252 0.345672 0.013928
-0.95895272 -0.14328268 0.51879823 -0.956644 0.291258 0.001219
-0.86475301 0.08295687 1.92458558 -0.875729 0.482654 -0.012033
-0.89945096 0.01804150 1.34345078 -0.895195 0.445626 0.006573
-0.90810144 0.00185754 1.94339752 -0.882755 0.469832 -0.001323
-0.90968412 -0.00110336 1.39086962 -0.897244 0.441376 0.011858
-0.88403112 0.04689000 1.32369912 -0.889296 0.457238 -0.009277
-0.92200512 -0.02415432 0.64401400 -0.935302 0.352823 -0.026943
-0.91719055 -0.01514696 1.71874022 -0.920354 0.388005 -0.048997
-0.92329621 -0.02656990 0.72383440 -0.881656 0.471891 0.001322
-0.88481855 0.04541682 1.75833201 -0.888792 0.458263 0.006603
-0.92094213 -0.02216564 0.65101475 -0.887154 0.461426 -0.006611
-0.89990371 0.01719441 1.97317219 -0.882755 0.469832 -0.001323
-0.91292250 -0.00716196 0.50969279 -0.886089 0.463513 -0.001321
-0.89586419 0.02475193 1.57667029 -0.918341 0.269592 0.289775
-0.85457867 0.10199166 1.96992850 -0.874641 0.484725 -0.006677
-0.84226286 0.12503295 1.92436147 -0.842099 0.539322 -0.001352
-0.90738106 0.00320535 0.54201245 -0.884429 0.466672 -0.001322
-0.90194744 0.01337088 1.29880393 -0.901361 0.433019 -0.006541
-0.87449765 0.06472588 1.86683512 -0.875906 0.482479 -0.001329
-0.84977037 0.11098740 1.39326501 -0.871734 0.489933 -0.006675
-0.83192855 0.14436714 1.48128426 -0.795806 0.605475 -0.009654
-0.91054040 -0.00270546 0.36438283 -0.890157 0.455088 -0.022688
-0.88208514 0.05053064 0.54584795 -0.884429 0.466672 -0.001322
-0.90019500 0.01664944 0.34778690 -0.890157 0.455088 -0.022688
-0.85366035 0.10370980 0.99895942 -0.842882 0.538096 0.001349
-0.86567253 0.08123660 0.88354588 -0.881656 0.471891 -0.001322
-0.86737514 0.07805115 1.26709962 -0.867480 0.497427 -0.006704
-0.86260122 0.08698262 1.10710108 -0.881656 0.471891 -0.001322
-0.85328394 0.10441403 1.12975585 -0.828022 0.560654 0.006821
-0.88940036 0.03684481 0.79670703 -0.881656 0.471891 -0.001322
-0.89052701 0.03473705 0.56647748 -0.884429 0.466672 -0.001322
-0.90914851 -0.00010131 0.36648485 -0.890157 0.455088 -0.022688
-0.83561909 0.13746265 1.41503024 -0.796070 0.605013 -0.015229
-0.84441602 0.12100476 0.56001890 -0.853586 0.520809 0.012175
-0.83738589 0.13415709 0.94315922 -0.813695 0.580815 -0.023565
-0.81151187 0.16954395 1.34998131 -0.802864 0.594766 -0.040776
-0.72098297 0.27985317 1.92460585 -0.709863 0.704306 -0.006946
-0.73172033 0.26676971 1.88062024 -0.730365 0.682884 0.015361
-0.75184423 0.24224880 1.85158014 -0.752885 0.657901 0.018159
-0.78549784 0.20124200 1.18739223 -0.793494 0.603401 -0.079205
-0.81597763 0.16410245 1.89340174 -0.817760 0.573695 -0.046288
-0.74656403 0.24868277 1.62942755 -0.752490 0.658602 -0.001381
-0.75501269 0.23838808 2.01761007 -0.727634 0.685896 0.009739
-0.75844789 0.23420227 1.77035010 -0.773712 0.633537 0.001374
-0.76529312 0.22586137 1.88825536 -0.783405 0.621510 0.001372
-0.76328242 0.22831139 1.42663217 -0.770546 0.637262 -0.012495
-0.80263120 0.18036503 1.58500898 -0.772605 0.634886 -0.001377
-0.81998992 0.15921348 1.51163733 -0.792607 0.609377 -0.020822
-0.79643863 0.18791062 0.99740934 -0.793149 0.607847 0.037903
-0.81927884 0.16007993 0.42189956 -0.810533 0.585614 0.009600
-0.82672578 0.15100583 0.20392334 -0.879361 0.476155 0.001326
-0.81758136 0.16214833 0.98659909 -0.812735 0.577659 0.075970
-0.76473153 0.22654574 1.00925124 -0.777741 0.628547 -0.006907
-0.72379661 0.27642518 1.04194963 -0.747451 0.664246 -0.009707
-0.70984900 0.29342023 1.42423189 -0.705724 0.708486 0.001381
-0.80207843 0.18103854 0.51609725 -0.812109 0.583230 0.017924
-0.71178484 0.29106170 0.77555883 -0.767655 0.640861 -0.001378
-0.73626280 0.26123503 1.15165114 -0.740862 0.671622 0.006924
-0.70791948 0.29577130 1.46739280 -0.704306 0.709863 -0.006946
-0.79457587 0.19018047 0.57882643 -0.810840 0.585072 0.015143
-0.71128094 0.29167566 0.90452981 -0.698541 0.715339 0.018198
-0.71413785 0.28819412 1.58376551 -0.670495 0.741074 0.035289
-0.71281964 0.28980064 0.99073851 -0.726247 0.687365 -0.009720
-0.77126771 0.21858153 0.72156501 -0.767655 0.640861 -0.001378
-0.71572083 0.28626570 0.65067029 -0.754288 0.655596 -0.035247
-0.81952083 0.15978502 0.26692834 -0.773712 0.633537 -0.001374
-0.79091078 0.19464643 0.57104230 -0.810840 0.585072 0.015143
-0.70898485 0.29447296 1.78548276 -0.711237 0.702951 0.001381
-0.65019560 0.34346700 1.93016577 -0.678605 0.734343 -0.015328
-0.67764932 0.32093650 1.60376573 -0.678911 0.734219 0.001383
-0.67678630 0.32164484 1.37366676 -0.637877 0.770137 0.001378
-0.66423738 0.33194318 1.99981809 -0.701211 0.712453 0.026699
-0.64238799 0.34987456 1.84972703 -0.648407 0.761293 0.001377
-0.66896176 0.32806602 1.90919805 -0.695945 0.718083 0.004151
-0.66464257 0.33161104 1.20849061 -0.680189 0.731524 -0.047057
-0.64552623 0.34729931 1.36010146 -0.637877 0.770137 0.001378
-0.67505443 0.32306591 1.96190596 -0.697330 0.716738 0.004159
-0.70100504 0.30176944 0.69113976 -0.754288 0.655596 -0.035247
-0.70500010 0.29849049 1.27545929 -0.669886 0.742306 -0.015320
-0.69084114 0.31011042 1.34757447 -0.712619 0.701550 0.001384
-0.62986618 0.36015105 1.59132409 -0.640856 0.767650 -0.004135
-0.65324789 0.34096226 1.52666426 -0.639507 0.768784 0.001375
-0.67257309 0.32510275 1.03054774 -0.653842 0.756569 0.009717
-0.65185630 0.34210423 1.71921659 -0.637877 0.770137 0.001378
-0.61997223 0.36827084 1.56466949 -0.640861 0.767655 -0.001378
-0.67972118 0.31923676 0.37993819 -0.633537 0.773712 0.001374
-0.56397986 0.41422227 0.40631548 -0.578659 0.815569 0.001362
-0.56513840 0.41327152 0.58297968 -0.587103 0.808492 0.040635
-0.63116413 0.35908613 0.92405534 -0.634577 0.772829 -0.006913
-0.56706572 0.41168982 1.58190370 -0.596202 0.802739 0.012392
-0.56820178 0.41075748 1.54041231 -0.613769 0.789131 -0.023660
-0.63420337 0.35659191 0.34333870 -0.633537 0.773712 0.001374
-0.56035262 0.41719905 1.24838936 -0.614658 0.788696 0.012431
-0.61874235 0.36928028 0.43623111 -0.633537 0.773712 0.001374
-0.66715103 0.32955271 0.58554256 -0.642214 0.766514 -0.004143
-0.60817653 0.37795135 1.04642892 -0.625868 0.779928 -0.001376
-0.57856357 0.40225381 0.78141451 -0.542465 0.840077 -0.001353
-0.57490671 0.40525496 1.48921812 -0.613769 0.789131 -0.023660
-0.57121593 0.40828389 0.35219193 -0.569452 0.821932 -0.012350
-0.52024871 0.44000363 0.83662581 -0.489201 0.871937 -0.020215
-0.54651362 0.42596474 1.80856538 -0.548079 0.836399 0.006800
-0.52547723 0.43720892 1.32781529 -0.602723 0.797599 0.023664
-0.54650748 0.42596802 0.93658173 -0.556887 0.830587 0.001355
-0.48934451 0.45652226 0.95862985 -0.471891 0.881656 0.001322
-0.45627159 0.47420010 1.67506444 -0.471891 0.881656 -0.001322
-0.44962561 0.47775245 1.54134405 -0.463513 0.886089 -0.001321
-0.41832528 0.49448282 1.70696628 -0.471891 0.881656 -0.001322
-0.51925242 0.44053614 1.48520577 -0.495132 0.868817 -0.001335
-0.51390064 0.44339675 1.66675997 -0.471093 0.881789 -0.022816
-0.43779239 0.48407745 1.78284216 -0.471891 0.881656 0.001322
-0.44654286 0.47940022 1.47645116 -0.465682 0.884928 -0.006634
-0.51598305 0.44228369 0.67795300 -0.493332 0.869716 0.014787
-0.48205933 0.46041626 1.84323335 -0.471891 0.881656 0.001322
-0.48149124 0.46071991 1.71566272 -0.471891 0.881656 0.001322
-0.45970899 0.47236279 0.29433489 -0.471891 0.881656 -0.001322
-0.41413796 0.49672100 0.93816459 -0.422427 0.906321 0.011770
-0.43007740 0.48820120 0.70263410 -0.428745 0.903379 -0.009178
-0.52132297 0.43942943 0.28689581 -0.497143 0.867668 -0.001333
-0.43170947 0.48732883 0.82748997 -0.449834 0.893111 0.001311
-0.48134840 0.46079627 0.27647275 -0.487900 0.872874 0.006684
-0.41299683 0.49733093 0.85434043 -0.449840 0.893085 -0.006596
-0.40020570 0.50416791 1.84072387 -0.374681 0.927111 -0.008951
-0.39496186 0.50697082 1.47133124 -0.454041 0.890972 0.003948
-0.49855530 0.45159900 0.40730125 -0.486771 0.873520 0.004001
-0.41359678 0.49701026 0.37615788 -0.397912 0.917155 -0.022179
-0.43466476 0.48574921 0.65576029 -0.434796 0.900174 0.025263
-0.44256973 0.48152390 1.04146802 -0.415158 0.909704 -0.009110
-0.47768119 0.46275645 0.89491642 -0.471891 0.881656 0.001322
-0.48071483 0.46113494 0.86569870 -0.471891 0.881656 0.001322
-0.46896338 0.46741623 0.64157593 -0.477394 0.878566 -0.014710
-0.34310383 0.52554029 1.89511633 -0.322963 0.946270 -0.016337
-0.28665960 0.54266250 1.83226097 -0.298318 0.954369 -0.013616
-0.30173394 0.53808975 1.86384356 -0.296234 0.955077 -0.008604
-0.35107702 0.52312160 1.96412563 -0.299880 0.953938 -0.008639
-0.35965008 0.52052099 1.07886815 -0.367497 0.929702 -0.024500
-0.35299838 0.52253878 0.85116100 -0.353197 0.935528 0.006330
-0.26560345 0.54904985 1.63650644 -0.291258 0.956644 0.001219
-0.22406328 0.56165099 1.95727658 -0.283219 0.959055 0.001216
-0.32553566 0.53086954 1.00466895 -0.341831 0.939720 -0.008830
-0.35537112 0.52181900 0.47294393 -0.348918 0.936839 -0.024284
-0.33903584 0.52677429 0.70753461 -0.351512 0.935204 -0.042804
-0.37220952 0.51671112 1.46146774 -0.454041 0.890972 0.003948
-0.29459572 0.54025513 1.81771672 -0.298318 0.954369 -0.013616
-0.25421134 0.55250567 1.78553653 -0.265245 0.963517 -0.035777
-0.24756138 0.55452287 1.99266720 -0.286227 0.957808 -0.026021
-0.35791406 0.52104759 1.15422893 -0.291258 0.956644 0.001219
-0.28259256 0.54389626 0.93011999 -0.291258 0.956644 0.001219
-0.24636701 0.55488521 0.33848131 -0.291258 0.956644 0.001219
-0.28995445 0.54166305 0.35324213 -0.318104 0.946584 0.052803
-0.27666259 0.54569507 0.63857830 -0.291258 0.956644 -0.001219
-0.31061772 0.53539491 0.32249224 -0.318104 0.946584 0.052803
-0.19682631 0.56991333 1.84734344 -0.205945 0.978530 -0.008145
-0.28714523 0.54251522 1.07920980 -0.274214 0.961575 0.013406
-0.23108815 0.55952007 0.98198128 -0.243361 0.969846 0.013187
-0.23727570 0.55764306 1.51759803 -0.183224 0.982957 0.014981
-0.23853675 0.55726045 1.60515344 -0.187548 0.982006 0.022133
-0.24546558 0.55515867 0.67395568 -0.291258 0.956644 -0.001219
-0.26629961 0.54883868 0.64641082 -0.291258 0.956644 -0.001219
-0.22217423 0.56222403 1.40784001 -0.163482 0.986530 0.005637
-0.22543226 0.56123573 1.32554460 -0.153654 0.988094 -0.007851
-0.23764263 0.55753171 1.58405757 -0.187548 0.982006 0.022133
-0.14994761 0.57488620 0.87288916 -0.097074 0.995277 0.001067
-0.13166294 0.57668710 1.58624828 -0.178186 0.983996 0.001135
-0.17330873 0.57258528 1.14087164 -0.182412 0.983189 0.008031
-0.12098415 0.57773888 1.37148249 -0.153316 0.988161 -0.005595
-0.13882273 0.57598191 0.85973954 -0.097074 0.995277 0.001067
-0.14767091 0.57511044 1.05665147 -0.119691 0.992205 -0.034677
-0.03601959 0.58610731 1.96191120 0.030629 0.998078 -0.053865
-0.07606944 0.58216268 1.73886347 -0.065825 0.997818 -0.005224
-0.18511966 0.57142198 1.93575883 -0.125468 0.991309 0.039562
-0.18192711 0.57173645 1.81205928 -0.194303 0.980825 -0.015125
-0.12458630 0.57738411 0.85158664 -0.097074 0.995277 0.001067
-0.13217101 0.57663709 1.49188685 -0.128214 0.991741 0.003288
-0.11124554 0.57869810 1.31812418 -0.149594 0.988670 -0.012372
-0.10303238 0.57950699 1.23633170 -0.097074 0.995277 -0.001067
-0.06800573 0.58295691 1.88480937 -0.099398 0.995047 -0.001069
-0.15484095 0.57440424 1.77008176 -0.191380 0.976657 -0.097542
-0.02326739 0.58736330 0.30538636 -0.019053 0.999778 -0.009025
-0.01597118 0.58808196 1.49682462 -0.025523 0.999486 0.019398
-0.05852871 0.58389032 0.78171790 -0.097074 0.995277 0.001067
-0.08239062 0.58154005 0.88997114 -0.097074 0.995277 -0.001067
-0.04381730 0.58533925 0.91653681 -0.097074 0.995277 0.001067
-0.07850505 0.58192277 1.22110784 -0.097074 0.995277 -0.001067
-0.00687782 0.58897758 0.96937060 0.015344 0.999379 -0.031710
-0.10255668 0.57955384 0.20435157 -0.097074 0.995277 0.001067
-0.06337988 0.58341247 0.77044070 -0.097074 0.995277 0.001067
-0.08056996 0.58171940 0.20901407 -0.097074 0.995277 0.001067
-0.07338957 0.58242661 1.09938598 -0.064006 0.997856 -0.013641
-0.08918497 0.58087087 0.86868465 -0.097074 0.995277 -0.001067
-0.03090274 0.58661127 0.77510500 0.015373 0.999238 0.035870
-0.06878011 0.58288062 0.42202571 -0.009168 0.999322 0.035654
0.05305083 3.48506474 2.12066531 0.088608 0.996039 0.007473
0.11283353 3.47917676 3.90954566 0.180460 0.982506 0.046000
0.00698412 3.48960209 2.07247162 0.088421 0.996069 -0.005327
0.01732828 3.48858333 1.18638861 0.117485 0.992469 -0.034686
0.07914626 3.48249459 2.35514498 0.097074 0.995277 0.001067
0.03375575 3.48696518 2.79095173 -0.035367 0.999374 -0.001010
0.02766597 3.48756504 3.43599820 0.057371 0.998261 -0.013560
0.14488956 3.47601938 4.67034054 0.203715 0.978996 0.008149
0.06406526 3.48397994 1.99308777 0.088049 0.996116 -0.001061
0.02079986 3.48824120 3.23324108 0.090687 0.995375 -0.031686
0.10835122 3.47961807 3.40007234 0.097074 0.995277 -0.001067
0.17037603 3.47350931 4.67455196 0.231607 0.972751 -0.010690
0.16097847 3.47443485 4.86861992 0.097074 0.995277 -0.001067
0.02619694 3.48770976 4.37616014 -0.046766 0.998711 0.019746
0.02907645 3.48742604 2.91676760 -0.035726 0.999299 -0.011228
0.12263234 3.47821164 4.90339470 0.097074 0.995277 -0.001067
0.17597224 3.47295809 4.71139622 0.231607 0.972751 -0.010690
0.11487847 3.47897530 4.05366993 0.097074 0.995277 0.001067
0.09283028 3.48114681 4.82623291 0.097074 0.995277 -0.001067
0.07890090 3.48251891 2.12663984 0.109010 0.994040 0.001079
0.07597335 3.48280716 4.51897621 0.030935 0.997401 -0.065071
0.01347155 3.48896313 1.84414721 -0.019167 0.999702 -0.015132
0.00894729 3.48940873 0.36858451 0.023202 0.999690 -0.009079
0.08127519 3.48228502 2.40047622 0.097074 0.995277 0.001067
0.14543588 3.47596550 4.29062128 0.210880 0.977506 0.003495
0.09047680 3.48137856 3.72707534 0.097074 0.995277 0.001067
0.01866105 3.48845196 4.61906958 -0.041450 0.997995 -0.047827
0.14524174 3.47598481 4.12266016 0.129330 0.991527 -0.012159
0.03023355 3.48731208 1.89059997 0.010923 0.999916 0.006951
0.01113924 3.48919272 4.86028624 0.041116 0.998393 -0.039008
0.07820434 3.48258734 2.60472012 0.043047 0.998472 -0.034647
0.07006843 3.48338866 2.04259825 0.088421 0.996069 -0.005327
0.03900348 3.48644829 3.54096484 0.083658 0.996481 -0.005295
0.03096459 3.48724008 2.68297625 0.097074 0.995277 -0.001067
0.02056672 3.48826432 2.25932884 0.013167 0.999642 0.023295
0.08516236 3.48190212 3.71341276 0.097074 0.995277 0.001067
0.05583918 3.48479009 2.43447471 0.007047 0.999658 -0.025168
0.02879470 3.48745394 1.80726337 -0.025118 0.999680 0.003014
0.07292557 3.48310733 2.33460093 0.088421 0.996069 -0.005327
0.13737908 3.47675920 3.62937546 0.108776 0.994066 -0.001077
0.03213753 3.48712468 3.67228413 0.097074 0.995277 -0.001067
0.18807392 3.47176623 3.17436361 0.168990 0.985586 0.007939
0.14983496 3.47553253 0.53084892 0.130653 0.991423 0.003294
0.17804775 3.47275352 4.47146225 0.174692 0.983667 0.043380
0.14834808 3.47567892 2.29407263 0.133100 0.991097 0.003300
0.14614767 3.47589564 0.67304903 0.097074 0.995277 0.001067
0.16085106 3.47444725 3.82230687 0.142972 0.989721 0.003325
0.12925108 3.47755980 3.10815597 0.134265 0.990895 -0.009987
0.18564039 3.47200584 3.78303361 0.193867 0.980945 -0.012770
0.12487303 3.47799087 2.34089279 0.133389 0.991048 0.005512
0.19230273 3.47134948 1.01439798 0.188526 0.981953 -0.015036
0.13946226 3.47655416 1.38563740 0.097074 0.995277 0.001067
0.07223430 3.48317528 0.99275184 0.077663 0.996852 0.015958
0.13221693 3.47726750 3.21040082 0.141991 0.989393 0.030670
0.05525110 3.48484802 0.61748010 0.051022 0.998575 0.015619
0.09856331 3.48058224 0.48246059 0.097074 0.995277 -0.001067
0.16721843 3.47382021 1.11689925 0.246149 0.968831 0.027889
0.12549068 3.47793007 1.61591685 0.164165 0.986138 -0.024108
0.07629336 3.48277545 0.85278434 0.079282 0.996838 0.005285
0.09120166 3.48130727 1.25740993 0.097074 0.995277 0.001067
0.04879227 3.48548412 0.76693481 0.097074 0.995277 0.001067
0.13516243 3.47697735 3.50338817 0.097074 0.995277 -0.001067
0.15100116 3.47541761 1.32465088 0.097074 0.995277 -0.001067
0.17757744 3.47280002 3.17127466 0.168990 0.985586 0.007939
0.10896522 3.47955751 1.29526615 0.097074 0.995277 -0.001067
0.16112158 3.47442079 1.38393712 0.097074 0.995277 0.001067
0.13791806 3.47670603 3.08648491 0.134265 0.990895 -0.009987
0.06982146 3.48341298 0.32882679 -0.092572 0.953101 -0.288147
0.11816245 3.47865200 3.07479382 0.137941 0.990257 -0.019065
0.07131452 3.48326612 1.53043938 0.097074 0.995277 -0.001067
0.06219052 3.48416471 0.78005069 0.097074 0.995277 0.001067
0.15911731 3.47461796 1.46476042 0.141374 0.989614 0.026013
0.03817868 3.48652959 0.62815052 0.016946 0.988502 0.150252
0.03838934 3.48650885 0.48645210 0.097074 0.995277 0.001067
0.09840906 3.48059726 2.02038264 0.104738 0.994471 -0.007558
0.17937940 3.47262239 3.68005109 0.109711 0.993915 -0.009776
0.16849652 3.47369432 4.20507002 0.219533 0.975570 0.008218
0.16354255 3.47418213 1.73600101 0.188810 0.981576 -0.029318
0.20074035 3.46936107 4.19500399 0.219533 0.975570 0.008218
0.30510211 3.43770313 3.77789783 0.291723 0.956407 -0.013540
0.22613126 3.46165872 3.06528449 0.146448 0.988811 -0.028381
0.25425574 3.45312715 3.20879173 0.193950 0.972284 0.130567
0.28922513 3.44251943 4.67101574 0.263116 0.964758 -0.003604
0.30572662 3.43751359 4.39263535 0.291258 0.956644 -0.001219
0.21913929 3.46377969 4.63921452 0.230551 0.973042 -0.005912
0.29705271 3.44014478 4.77551556 0.291258 0.956644 0.001219
0.31726512 3.43401337 3.60095358 0.332733 0.942953 0.011300
0.26557785 3.44969273 4.51942253 0.270069 0.962804 -0.008478
0.29566437 3.44056606 2.79341602 0.332049 0.943119 -0.016413
0.31001920 3.43621159 3.98519325 0.291258 0.956644 0.001219
0.23696825 3.45837140 2.01966095 0.291258 0.956644 -0.001219
0.26525182 3.44979167 4.34589052 0.247886 0.968571 -0.020556
0.20134854 3.46917653 4.37583971 0.245602 0.969098 -0.022987
0.25998288 3.45139003 2.80708456 0.291258 0.956644 -0.001219
0.31743717 3.43396139 4.53835201 0.325182 0.945644 -0.003738
0.25170803 3.45390010 4.71441555 0.238344 0.971163 0.005929
0.29478607 3.44083238 4.31478453 0.325971 0.945191 0.018879
0.20462012 3.46818399 2.07786083 0.183185 0.982106 0.043728
0.23594341 3.45868230 2.37823343 0.233732 0.972087 -0.020377
0.26418880 3.45011401 2.75872421 0.291258 0.956644 -0.001219
0.21114397 3.46620512 3.62210989 0.236741 0.970270 -0.050292
0.24404691 3.45622396 2.96060514 0.291258 0.956644 -0.001219
0.27925712 3.44554305 4.24465275 0.272953 0.962008 -0.006066
0.22129369 3.46312618 4.37271595 0.245602 0.969098 -0.022987
0.23971573 3.45753789 3.87447548 0.225849 0.973898 0.022704
0.34719902 3.42493296 4.15391159 0.376888 0.926251 0.003833
0.23554264 3.45880389 1.55351388 0.235025 0.971989 -0.001181
0.23196720 3.45988846 2.69979858 0.291258 0.956644 -0.001219
0.30262804 3.43845367 3.90046167 0.291258 0.956644 -0.001219
0.23457931 3.45909595 1.61192954 0.222265 0.974364 0.034842
0.25274149 3.45358658 2.09046340 0.291258 0.956644 0.001219
0.20062475 3.46939611 3.04674077 0.146448 0.988811 -0.028381
0.28727150 3.44311190 3.59606767 0.291258 0.956644 -0.001219
0.23244330 3.45974398 4.73754168 0.238344 0.971163 0.005929
0.24772368 3.45510864 1.63963962 0.234931 0.971923 0.013118
0.31026888 3.43613577 2.84311199 0.342768 0.939108 -0.024210
0.31542695 3.43457150 2.12060642 0.291258 0.956644 0.001219
0.26997331 3.44835949 1.56092608 0.291258 0.956644 0.001219
0.36396506 3.41984725 3.41557908 0.413957 0.910183 -0.014364
0.34752309 3.42483521 1.08277929 0.314723 0.949144 0.008708
0.33406138 3.42891836 3.60816836 0.332733 0.942953 0.011300
0.28664714 3.44330144 2.37597680 0.311013 0.950386 -0.006195
0.27426228 3.44705868 1.03455210 0.288352 0.957524 -0.001217
0.32613081 3.43132448 0.95900488 0.291258 0.956644 -0.001219
0.37886214 3.41532898 0.26213333 0.366362 0.929594 0.040417
0.32379386 3.43203330 1.72841561 0.302835 0.953004 -0.008652
0.36986551 3.41805768 1.72627759 0.402332 0.915337 -0.016927
0.32154533 3.43271542 0.45201987 0.305078 0.952288 -0.008646
0.26660705 3.44938064 0.59903818 0.291258 0.956644 0.001219
0.26495433 3.44988203 0.98305637 0.288352 0.957524 0.001217
0.33504343 3.42862082 1.94937527 0.291258 0.956644 -0.001219
0.33676323 3.42809892 2.47634077 0.323705 0.946118 -0.008749
0.36917746 3.41826677 0.66449475 0.342448 0.939536 -0.001254
0.30963644 3.43632793 2.38876486 0.338999 0.940243 -0.031981
0.37240520 3.41728759 1.58310401 0.297785 0.954626 0.003676
0.36646733 3.41908813 4.22133350 0.367656 0.929954 0.003817
0.34926277 3.42430758 1.11188221 0.312372 0.949661 0.023836
0.35228482 3.42339063 1.92507470 0.291258 0.956644 -0.001219
0.26126641 3.45100069 0.27117461 0.291258 0.956644 -0.001219
0.25511265 3.45286727 1.13239205 0.269687 0.962817 0.015864
0.36639559 3.41911054 0.55074245 0.337207 0.941423 -0.003761
0.28878564 3.44265294 1.13073397 0.266581 0.963794 0.006031
0.33033216 3.43004990 1.47933483 0.291258 0.956644 -0.001219
0.32664314 3.43116903 2.36608005 0.337203 0.941411 -0.006268
0.32492644 3.43168974 2.91618562 0.322941 0.946379 0.008728
0.26341078 3.45035028 0.94160885 0.285453 0.958392 0.001215
0.33145061 3.42971039 3.39378095 0.375571 0.926750 -0.008973
0.32551813 3.43150997 3.38371038 0.375571 0.926750 -0.008973
0.29978898 3.43931484 2.23382115 0.291258 0.956644 0.001219
0.29366314 3.44117355 0.30245844 0.291258 0.956644 -0.001219
0.34189880 3.42654157 1.28037894 0.379077 0.925357 0.003829
0.22802660 3.46108389 0.52973217 0.236535 0.971355 -0.022813
0.37838602 3.41547346 0.58275306 0.342448 0.939536 0.001254
0.26551995 3.44971037 1.08609676 0.271328 0.962425 0.010950
0.32979846 3.43021178 1.64030373 0.294171 0.955752 -0.001221
0.52761507 3.33670139 4.43733883 0.546654 0.837106 0.020551
0.46376911 3.37082791 4.05118990 0.471891 0.881656 0.001322
0.40793115 3.40067410 2.74506378 0.393863 0.919014 0.016898
0.40192479 3.40388441 3.67331171 0.375477 0.926350 -0.029882
0.39359945 3.40833449 3.33586740 0.374986 0.926359 0.035277
0.38799089 3.41133213 3.49287510 0.399807 0.916599 0.001286
0.51090574 3.34563255 4.46860266 0.471891 0.881656 0.001322
0.39174408 3.40932655 1.68176627 0.400452 0.916244 0.011664
0.43931675 3.38389802 3.57051539 0.398576 0.917112 -0.006449
0.43082991 3.38843441 2.38427496 0.412989 0.910660 0.011725
0.47891340 3.36273313 4.07458115 0.501742 0.864933 0.012106
0.51850235 3.34157205 4.90016174 0.495626 0.868359 -0.017556
0.45344174 3.37634826 2.68196678 0.471891 0.881656 -0.001322
0.42177278 3.39327550 4.31207418 0.407052 0.912902 0.030298
0.39862576 3.40564799 2.41772413 0.407052 0.912902 -0.030298
0.45952892 3.37309432 4.02649498 0.471891 0.881656 0.001322
0.50452179 3.34904480 4.25392628 0.471891 0.881656 -0.001322
0.39104331 3.40970135 0.66979802 0.437198 0.899341 -0.006565
0.41441348 3.39720964 1.18494689 0.430881 0.902362 -0.009168
0.40676600 3.40129662 4.52123356 0.412022 0.911128 -0.009098
0.45395169 3.37607527 4.44390583 0.471891 0.881656 0.001322
0.43682614 3.38522935 3.41978693 0.413957 0.910183 -0.014364
0.42245209 3.39291263 2.79421425 0.394787 0.918565 0.019544
0.44281301 3.38202953 2.27977538 0.471891 0.881656 0.001322
